,old_index,checked,"Error (0 no error, 1 value err, 2 unrelated, 3 hierarchical)",pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
188,253,1,,axa_2023.pdf,306,"306-3.6, 306-4.2",183,0,What was the difference of percentage of waste recycled from total sorted/total waste between 2023 and 2025?,60,,
189,254,1,,axa_2023.pdf,302,302-1.1,183,0,What was the total fossil energy consumption related to own operations in 2023 (MWh)?,94903,,
190,255,1,,axa_2023.pdf,302,302-1.1,183,0,What was the percentage difference of total fossil energy consumption related to own operations between 2023 and 2019?,54,,
191,256,1,,axa_2023.pdf,302,302-1.8,183,0,How much total renewable energy was consumed in 2022 (MWh)?,135946,,
192,257,1,,axa_2023.pdf,302,302-1.8,183,0,How much percentage difference is there for the total renewable energy consumed between 2023 and 2022?,-7,,
193,258,1,,axa_2023.pdf,302,302-1.2,183,0,What is the total electricity consumption related to own operations in 2022 (MWh)?,188985,,
194,259,1,,axa_2023.pdf,302,302-1.2,183,0,What is the percentage difference of total electricity consumption related to own operations between 2023 and 2025?,-30,,
195,260,1,,axa_2023.pdf,302,302-1.7,183,0,What was the total energy consumption related to own operations in 2019 (MWh)?,332604,,
196,261,1,,axa_2023.pdf,302,302-1.7,183,0,What was the percentage difference of total energy consumption related to own operations between 2023 and 2019?,-33,,
197,262,1,,axa_2023.pdf,302,302-3.1,183,0,What was the energy intensity based per revenue in 2023 (Mwh/€ Million)?,2.2,,
198,263,1,,axa_2023.pdf,302,302-3.1,183,0,What was the percentage difference of energy intensity based per revenue between 2023 and 2022?,-11,,
199,266,1,,axa_2023.pdf,302,302-1.2,183,0,What was the share of renewable electricity in 2023 (%)?,63,,
200,267,1,,axa_2023.pdf,302,302-1.2,183,0,What was the difference of percentage of renewable electricity between 2023 and 2025?,100,,
201,268,1,,axa_2023.pdf,302,302-1.1,183,0,What was the total fossil energy consumption related to own operations in 2022 (MWh)?,110451,,
202,269,1,,axa_2023.pdf,302,302-1.1,183,0,What was the difference of total fossil energy consumption related to own operations between 2023 and 2019 (%)?,54,,
203,271,1,,axa_2023.pdf,303,303-5.1,183,0,How much water was consumed in 2022 (m3)?,447929,,
204,272,1,,axa_2023.pdf,303,303-5.1,183,0,How much different is the consumption of water between 2023 and 2022 (%)?,7,,
205,273,1,,axa_2023.pdf,303,303-5.1,183,0,What is the water consumption per person in 2019?,6.9,,
206,274,1,,axa_2023.pdf,303,303-5.1,183,0,What is the water consumption per person in 2023?,3.9,,
207,275,1,,axa_2023.pdf,303,303-5.1,183,0,What is the percentage difference in water consumption between 2019 and 2023?,43,,
208,276,1,,axa_2023.pdf,303,303-5.1,183,0,What is the percentage difference in water consumption per person between 2022 and 2023?,5,,
209,277,1,,axa_2023.pdf,305,305-1.1,179,0,What was the total gross Scope 1 GHG emissions in 2022 in tonnes of CO2 equivalent?,21382,3,3
210,278,1,,axa_2023.pdf,305,305-1.1,179,0,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2025 in tonnes of CO2 equivalent?,-25,3,6
211,279,1,,axa_2023.pdf,305,305-1.1,179,0,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2022 in tonnes of CO2 equivalent?,1,3,5
212,280,1,,axa_2023.pdf,305,305-2.2,179,0,How much were the gross market-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,30712,5,4
213,281,1,,axa_2023.pdf,305,305-2.2,179,0,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2025 in tonnes of CO2 equivalent?,-35,5,6
214,282,1,,axa_2023.pdf,305,305-2.2,179,0,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2019 in tonnes of CO2 equivalent?,-48,5,7
215,283,1,,axa_2023.pdf,305,305-3.3,179,0,What were the total gross indirect (Scope 3) GHG emissions market-based in 2022 in tonnes of CO2 equivalent?,185354,8,3
216,284,1,,axa_2023.pdf,305,305-3.3,179,0,What was the percentage difference of total gross indirect (Scope 3) GHG emissions market-based in 2023 and 2019 in tonnes of CO2 equivalent?,-35,8,7
217,287,1,,axa_2023.pdf,305,"305-*.5, 305-*.4",179,0,What was the total GHG emissions (Market-based) per person in 2022 in tCO2 eq/FTE?,2.2,33,3
218,288,1,,axa_2023.pdf,305,"305-*.5, 305-*.4",179,0,What was the percentage difference of total GHG emissions (Market-based) per person between 2023 and 2022 in tCO2 eq/FTE?,-16,33,5
219,289,1,,axa_2023.pdf,305,"305-*.5, 305-*.2",179,0,What was the GHG emissions from employee commuting per person in 2023 in tCO2 eq/FTE?,0.6,35,4
220,290,1,,axa_2023.pdf,305,"305-*.5, 305-*.2",179,0,What was the difference of the GHG emissions from employee commuting per person between 2023 and 2019 in tCO2 eq/FTE (%)?,-42,35,7
221,291,1,,axa_2023.pdf,306,306-3.1,183,0,What was the total weight of waste generated in 2022 in tons?,5070,33,3
222,292,1,,axa_2023.pdf,306,306-3.5,183,0,How much unsorted waste was recorded in 2023 in tons?,1955,34,4
223,293,1,,axa_2023.pdf,306,306-3.1,183,0,What is the total weight of waste generated in 2023 in tons?,4350,33,4
224,294,1,,axa_2023.pdf,306,306-3.5,183,0,What was the total weight of unsorted waste in 2022 in tons?,2757,34,3
225,295,1,,axa_2023.pdf,306,306-3.5,183,0,What was the total weight of unsorted waste in 2021 in tons?,4681,34,2
226,296,1,,axa_2023.pdf,306,306-3.5,183,0,What is the percentage of waste recycled in 2023 as a percentage of total sorted/total waste?,55,36,4
227,297,1,,axa_2023.pdf,306,306-3.1,183,0,What was the total weight of waste generated in 2019 in tons?,7129,33,2
228,298,1,,OTC_SU_2023.pdf,301,301-2.1,308,1,What was the percentage of green material content in our products in 2023?,29,2,4
229,299,1,,OTC_SU_2023.pdf,301,301-3.1,308,1,How much of the primary and secondary packaging was free from single-use plastic using recycled cardboard in 2022 (%)?,45,3,5
230,301,1,,OTC_SU_2023.pdf,301,301-2.1,308,1,How many metric tons of avoided primary resource consumption were achieved through take-back at end-of-use in 2020?,60149,5,7
231,303,1,,OTC_SU_2023.pdf,302,"302-1.8, 302-1.4",311,0,What was the amount of measured renewable electricity generated on site and sold back to the grid in 2023 in MWh?,2960,2,4
232,304,1,3,OTC_SU_2023.pdf,302,302-1.4,311,0,How much grid electricity was consumed in 2022 in MWh?,107019,5,5
233,305,1,3,OTC_SU_2023.pdf,302,302-1.12,311,0,What is the total amount of purchased renewable electricity recorded in 2023 in MWh?,72632,6,4
234,306,1,3,OTC_SU_2023.pdf,302,302-1.3,311,0,What was the district heating consumption in 2021 in MWh?,5491,8,6
235,307,1,3,OTC_SU_2023.pdf,302,302-1.1,311,0,How much fuel oil was consumed in 2022 in MWh?,855,9,5
236,308,1,3,OTC_SU_2023.pdf,302,302-1.10,311,0,What was the gas consumption in 2023 in MWh?,21008,10,4
237,309,1,3,OTC_SU_2023.pdf,302,302-1.8,311,0,How much electricity has been sourced from renewables in 2020 (%)?,80,3,7
238,310,1,3,OTC_SU_2023.pdf,302,302-1.11,311,0,What was the total amount of coal consumed in 2021 in MWh?,0,11,6
239,311,1,3,OTC_SU_2023.pdf,302,"302-1.1, 302-1.3",311,0,How much renewable fuel and heat was consumed in 2022 in MWh?,0,12,5
240,312,1,3,OTC_SU_2023.pdf,302,302-1.2,311,0,What percentage of electricity sourced from renewables was recorded in 2023?,88,3,4
241,313,1,,OTC_SU_2023.pdf,302,302-1.9,310,1,What was the estimated total energy consumption from non-renewable sources in MWh for the year 2023?,417294,12,4
242,314,1,,OTC_SU_2023.pdf,302,302-1.9,310,1,How much estimated total energy consumption from renewable sources was recorded in MWh for the year 2023?,707033,10,4
243,315,1,,OTC_SU_2023.pdf,302,302-1.7,310,1,What was the total estimated energy consumption in MWh for the year 2023?,1124327,4,4
244,316,1,3,OTC_SU_2023.pdf,302,302-1.2,310,1,What was the measured energy consumption from grid electricity in MWh for the year 2023?,82590,15,4
245,317,1,3,OTC_SU_2023.pdf,302,302-1.10,310,1,What was the total estimated energy consumption from gas in MWh for the year 2023?,190088,20,4
246,318,1,3,OTC_SU_2023.pdf,302,302-1.1,310,1,How much fuel oil was consumed in MWh for the year 2023?,12991,19,4
247,319,1,,OTC_SU_2023.pdf,302,302-1.8,310,1,What was the estimated total percentage of renewable energy for the year 2023?,62.9,11,4
248,320,1,,OTC_SU_2023.pdf,302,302-1.9,310,1,What was the estimated total percentage of non-renewable energy for the year 2023?,37.1,13,4
249,321,1,3,OTC_SU_2023.pdf,303,303-3.1,310,0,What was the total amount of surface water withdrawn in 2023 in m3?,17699,4,4
250,322,1,3,OTC_SU_2023.pdf,303,303-3.2,310,0,How much groundwater was withdrawn in 2022 in m3?,492308,5,5
251,323,1,3,OTC_SU_2023.pdf,303,303-3.5,310,0,What is the total volume of water withdrawn from third-party sources in 2021 in m3?,1507606,6,6
252,324,1,3,OTC_SU_2023.pdf,303,303-3.1,310,0,What was the total amount of surface water withdrawn in 2020 in m3?,17461,4,7
253,325,1,,OTC_SU_2023.pdf,303,303-3.10,310,0,How much total water was withdrawn in 2023 in m3?,1899190,3,4
254,326,1,,OTC_SU_2023.pdf,303,303-3.8,310,0,What was the total water withdrawal from areas with water stress in 2022 in m3?,842216,11,5
255,327,1,,OTC_SU_2023.pdf,303,303-5.4,310,0,What percentage of sites in water-stressed areas had a water conservation strategy in 2023?,73,12,4
256,328,1,,OTC_SU_2023.pdf,303,303-3.4,310,0,What was the total amount of water withdrawn for cooling in 2021 in m3?,879602,8,6
257,329,1,,OTC_SU_2023.pdf,303,303-3.6,310,0,What was the total water withdrawal intensity reduction compared to 2017 in 2022 (%)?,-48,10,5
258,330,1,,OTC_SU_2023.pdf,303,303-3.10,310,0,How much total water was withdrawn in 2020 in m3?,1928032,3,7
259,331,1,,OTC_SU_2023.pdf,305,"305-*.5, 305-3.1",312,0,What was the total Scope 3 per euro turnover in 2023 in TCO2e/ million €?,1581,2,4
260,332,1,,OTC_SU_2023.pdf,305,305-3.1,312,0,How many other relevant indirect (Scope 3 upstream) GHG emissions were reported in 2022 in TCO2e?,8613192,3,5
261,333,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,What was the amount of purchased goods and services in 2021 in TCO2e?,7278733,4,6
262,334,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,What was the total for capital goods in 2020 in TCO2e?,63863,5,7
263,335,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,How many TCO2e were related to fuel- and energy-related activities in 2023?,40652,6,4
264,336,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,What was the transportation of goods paid by the Group in 2022 in TCO2e?,670840,7,5
265,337,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,How much waste was generated in operations in 2021 in TCO2e?,42760,8,6
266,338,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,What was the business travel GHG emissions in 2020 in TCO2e?,33304,9,7
267,339,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,How many TCO2e were attributed to employee commuting in 2023?,181977,10,4
268,340,1,,OTC_SU_2023.pdf,305,305-3.1,312,0,What was the amount of other relevant indirect (Scope 3 downstream) GHG emissions in 2022 in TCO2e?,52175356,11,5
269,341,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,How many TCO2e were related to the transportation of goods not paid by the Group in 2021?,485877,12,6
270,342,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,What was the GHG emissions from the use of sold products in 2023 in TCO2e?,44223749,13,4
271,343,1,3,OTC_SU_2023.pdf,305,305-*.2,312,0,How much GHG emissions were attributed to the end-of-life treatment of sold products in 2022 in TCO2e?,4465596,14,5
272,344,1,,OTC_SU_2023.pdf,305,305-5.2,312,0,How many zero-CO2 sites were reported in 2021?,51,15,6
273,345,1,,OTC_SU_2023.pdf,305,"305-5.3, 305-*.2",312,0,What was the saved GHG emissions thanks to sold products and services in 2023 in TCO2e?,52434385,16,4
274,346,1,,OTC_SU_2023.pdf,305,"305-5.3, 305-*.2",312,0,How many avoided GHG emissions were reported in 2022 thanks to sold products and services in TCO2e?,41674416,17,5
275,347,1,,OTC_SU_2023.pdf,305,"305-5.3, 305-*.2",312,0,What was the cumulative CO2 saved and avoided thanks to sold products and services since 2021 in TCO2e?,346960969,18,6
276,348,1,,OTC_SU_2023.pdf,305,"305-1.1, 305-2.2",311,1,What was the estimated total Scope 1 and 2 GHG emissions (market-based) in 2023 in TCO2e?,202232,3,4
277,349,1,,OTC_SU_2023.pdf,305,"305-1.1, 305-2.2",311,1,How much were the estimated total Scope 1 and 2 GHG emissions (market-based) in 2022 in TCO2e?,229177,3,5
278,350,1,3,OTC_SU_2023.pdf,305,"305-*.1, 305-5.1",311,1,What was the absolute reduction compared to the base year of GHG emissions between 2021 and 2023 in percentage?,-31.2,4,4
279,351,1,,OTC_SU_2023.pdf,305,"305-1.1, 305-2.3, 305-*.5",311,1,What were the total emissions for Scope 1 and 2 per euro turnover in 2023 in TCO2e/ million?,5.6,5,4
280,352,1,,OTC_SU_2023.pdf,305,305-1.1,311,1,What were the direct (Scope 1) GHG emissions in 2023 in TCO2e?,112792,6,4
281,353,1,3,OTC_SU_2023.pdf,305,"305-1.1, 305-*.2",311,1,What were the direct (Scope 1) GHG emissions of fuel oil in 2022 in TCO2e?,4414,7,5
282,354,1,3,OTC_SU_2023.pdf,305,"305-1.1, 305-*.2",311,1,What were the direct (Scope 1) GHG emissions of gas in 2021 in TCO2e?,56776,8,6
283,355,1,3,OTC_SU_2023.pdf,305,"305-1.1, 305-*.2",311,1,What were the direct (Scope 1) GHG emissions of coal in 2020 in TCO2e?,0,9,7
284,356,1,3,OTC_SU_2023.pdf,305,"305-1.1, 305-*.2",311,1,What were the direct (Scope 1) GHG emissions of the vehicle fleet in 2023 in TCO2e?,61492,10,4
285,357,1,3,OTC_SU_2023.pdf,305,"305-1.1, 305-*.2",311,1,What were the direct (Scope 1) GHG emissions of SF6 in 2022 in TCO2e?,4606,11,5
286,358,1,3,OTC_SU_2023.pdf,305,305-1.5,311,1,What was the SF6 leakage rate in 2023 in percentage?,0.08,12,4
287,359,1,3,OTC_SU_2023.pdf,305,305-1.5,311,1,What was the target SF6 leakage rate in 2022 in percentage?,0.11,13,5
288,360,1,3,OTC_SU_2023.pdf,305,305-1.6,311,1,What were the estimated Scope 1 GHG emissions of sites out of reporting perimeter in 2021 in TCO2e?,10853,14,6
289,361,1,,OTC_SU_2023.pdf,305,305-2.3,311,1,What were the energy indirect (Scope 2) GHG emissions in 2023 in TCO2e?,89440,15,4
290,362,1,3,OTC_SU_2023.pdf,305,"305-2.2, 305-*.2",311,1,What were the energy indirect (Scope 2) GHG emissions of grid electricity (market-based) in 2022 in TCO2e?,49674,16,5
291,363,1,3,OTC_SU_2023.pdf,305,"305-2.2, 305-*.2",311,1,What were the energy indirect (Scope 2) GHG emissions of renewable electricity (market-based) in 2021 in TCO2e?,701,17,6
292,364,1,3,OTC_SU_2023.pdf,305,"305-2.2, 305-*.2",311,1,What were the energy indirect (Scope 2) GHG emissions of district heating in 2020 in TCO2e?,11550,18,7
293,365,1,3,OTC_SU_2023.pdf,305,"305-2.2, 305-2.4",311,1,What were the estimated Scope 2 GHG emissions of sites out of reporting perimeter (market-based) in 2023 in TCO2e?,42961,19,4
294,366,1,,OTC_SU_2023.pdf,305,305-3.1,311,1,What were the other relevant indirect (Scope 3) GHG emissions in 2023 in TCO2e?,56777964,20,4
295,367,1,,OTC_SU_2023.pdf,305,305-3.1,311,1,What was the absolute variation of indirect GHG emissions scope 3 compared to the base year (2021) in 2022 in percentage?,-11.6,21,5
296,368,1,,OTC_SU_2023.pdf,305,305-7.4,309,2,What was the estimated coverage of VOC emissions in 2023 (%)?,90,2,4
297,369,1,,OTC_SU_2023.pdf,305,305-7.4,309,2,How many kilograms of VOC emissions were estimated in 2022?,308520,3,5
298,370,1,,OTC_SU_2023.pdf,305,"305-7.4, 305-*.5",309,2,What was the ratio of VOC emissions per million euros of turnover in 2021?,11.8,4,6
299,371,1,,OTC_SU_2023.pdf,305,305-7.4,309,2,What is the estimated coverage of VOC emissions in 2020 in percentage?,90,2,7
300,372,1,,OTC_SU_2023.pdf,305,305-7.4,309,2,How many kilograms of VOC emissions were estimated in 2023?,304975,3,4
301,373,1,,OTC_SU_2023.pdf,305,"305-7.4, 305-*.5",309,2,What was the VOC emissions per million euros of turnover in 2022?,9,4,5
302,374,1,,OTC_SU_2023.pdf,305,"305-7.4, 305-*.5",309,2,What was the VOC emissions per million euros of turnover in 2020?,17.5,4,7
303,375,1,,OTC_SU_2023.pdf,305,305-7.4,309,2,How many kilograms of VOC emissions were estimated in 2020?,440442,3,7
304,376,1,,OTC_SU_2023.pdf,306,306-3.1,309,0,What was the total amount of waste generated in metric tons for the year 2023?,124139,3,4
305,377,1,,OTC_SU_2023.pdf,306,306-3.3,309,0,How much non-hazardous waste was generated in metric tons in 2022?,123311,5,5
306,378,1,,OTC_SU_2023.pdf,306,306-3.2,309,0,What is the total weight of hazardous waste generated in metric tons for the year 2021?,8549,11,6
307,379,1,3,OTC_SU_2023.pdf,306,"306-3.3, 306-4.2",309,0,How many metric tons of non-hazardous waste were reused or recycled in 2023?,105593,6,4
308,380,1,,OTC_SU_2023.pdf,306,306-3.2,309,0,What was the total weight of hazardous waste channeled according to Schneider Electric expectations in metric tons for the year 2022?,8091,12,5
309,381,1,,OTC_SU_2023.pdf,306,306-3.3,309,0,How much non-hazardous waste was reduced in metric tons in 2023?,21098,9,4
310,382,1,,OTC_SU_2023.pdf,306,306-3.2,309,0,What is the total weight of hazardous waste generated per million euros of turnover in 2022?,0.24,13,5
311,383,1,,OTC_SU_2023.pdf,306,306-3.9,309,0,How many 'Waste-to-Resource' sites were reported in 2023?,137,15,4
312,384,1,,OTC_SU_2023.pdf,306,306-3.3,309,0,What was the total weight of non-hazardous waste generated in metric tons for the year 2020?,117607,5,7
313,385,1,3,OTC_SU_2023.pdf,306,"306-3.2, 306-5.2",309,0,How much hazardous waste was incinerated with energy recovery in metric tons in 2021?,6964,7,6
314,386,1,,OTC_SU_2023.pdf,306,306-4.1,309,0,What is the amount of hazardous waste not destined for disposal for preparation for reuse in metric tons for the year 2023?,7573,11,4
315,387,1,3,OTC_SU_2023.pdf,306,"306-3.3, 306-5.2",309,0,How much non-hazardous waste was landfilled or incinerated without energy recovery in metric tons for the year 2022?,5025,8,5
316,388,1,,fresenius_2023.pdf,302,302-1.7,191,0,What was the total energy consumption within the organization in millions of Mwh for the year 2023?,3.09,5,2
