index,question,value,response
337,What was the amount of water withdrawal for the healthcare products market segment in millions m3 for the year 2023?,9.9,9.90
338,What was the total amount of water withdrawal in millions m3 for the year 2022?,15.6,15.60
339,What was the healthcare services market segment water withdrawal in millions m3 for the year 2022?,5.2,5.20
340,What was the total amount of water withdrawal in millions m3 for the year 2021?,15,15.00
341,What is the amount of water the healthcare services market segment withdrew in millions m3 for the year 2023?,5.2,5.20
342,What was the healthcare products market segment water withdrawal in millions m3 for the year 2021?,10.1,10.10
343,What is the water withdrawal per 1 million sales in 2023 in m3?,671,671.00
344,How much was the water withdrawal per 1 million sales in 2022 in m3?,718,718.00
345,What was the water withdrawal per 1 million sales in 2021 in m3?,797,797.00
346,What is the water withdrawal per FTE in 2023?,92,92.00
347,How much was the water withdrawal per FTE in 2022?,98.1,98.10
348,What was the water withdrawal per FTE in 2021?,97,97.00
349,What was the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2023 in tCO2 equivalents?,168,168.00
350,How much were the gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Kabi in 2022 in tCO2 equivalents?,272,272.00
351,What were the total gross direct GHG emissions (Scope 1) for Fresenius Helios in 2021 in tCO2 equivalents?,132,132.00
352,What is the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Helios in 2020 in tCO2 equivalents?,176,176.00
353,What were the total gross direct GHG emissions (Scope 1) for Fresenius Vamed in 2023 in tCO2 equivalents?,19,19.00
354,How much were the gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Vamed in 2022 in tCO2 equivalents?,16,16.00
355,What was the total gross direct GHG emissions (Scope 1) for the organization in 2023 in tCO2 equivalents?,308,308.00
356,What were the gross indirect GHG emissions from energy consumption (Scope 2) for the organization in 2022 in tCO2 equivalents?,427,272.00
357,What was the total GHG emissions for the organization in 2021 in tCO2 equivalents?,771,771.00
358,What was the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2022 in tonnes of CO2 equivalent?,169,169.00
359,How many tonnes of gross indirect GHG emissions from energy consumption (Scope 2) did Fresenius Helios produce in 2021?,173,173.00
360,What was the gross direct GHG emissions (Scope 1) for Fresenius Vamed in 2023 in tonnes of CO2 equivalent?,19,19.00
361,What was the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Kabi in 2020 in tonnes of CO2 equivalent?,237,237.00
362,What was the total gross direct GHG emissions (Scope 1) for Fresenius Helios in 2023 in tonnes of CO2 equivalent?,120,120.00
363,How many tonnes of gross indirect GHG emissions from energy consumption (Scope 2) did Fresenius Vamed produce in 2022?,7,7.00
364,What were the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2021 in tonnes of CO2 equivalent?,172,172.00
365,What was the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Helios in 2020 in tonnes of CO2 equivalent?,128,128.00
366,How many t CO2 equivalents were emitted per 1 million sales in 2022?,30,30.00
367,What is the t CO2 equivalents per FTE for the year 2021?,5.2,5.20
368,What was the t CO2 equivalents per FTE in 2020?,4.7,4.70
369,What is the t CO2 equivalents per 1 million sales for the year 2023?,24,24.00
370,What was the t CO2 equivalents per 1 million sales in 2021?,39,39.00
371,How many t CO2 equivalents were emitted per FTE in 2022?,4.2,4.20
372,What was the t CO2 equivalents per 1 million sales in 2020?,37,37.00
373,What is the total power generation gross capacity from renewables in construction for France in gigawatts?,0.2,0.20
374,What is the total power generation gross capacity from solar energy for France in gigawatts?,0.2,0.20
375,How much power generation gross capacity from renewables in construction is there for the Rest of Europe in gigawatts?,0.5,0.50
376,How much power generation gross capacity from onshore wind is there for the Rest of Europe in gigawatts?,0,0.00
377,What is the total power generation gross capacity from renewables in construction for Africa in gigawatts?,0,0.00
378,What is the total power generation gross capacity from offshore wind for Africa in gigawatts?,0,0.00
379,What is the power generation gross capacity from renewables in construction for the Middle East in gigawatts?,0.1,0.10
380,What is the power generation gross capacity from storage and hydroelectricity for the Middle East in gigawatts?,0,0.00
381,How much power generation gross capacity from renewables in construction is there for North America in gigawatts?,1.7,1.70
382,How much power generation gross capacity from solar energy is there for North America in gigawatts?,1.4,1.40
383,What is the power generation gross capacity from renewables in construction for South America in gigawatts?,0.4,0.40
384,What is the power generation gross capacity from onshore wind for South America in gigawatts?,0.4,0.40
385,What is the total power generation gross capacity from renewables in construction for India in gigawatts?,0.6,0.60
386,What is the total power generation gross capacity offshore wind for India in gigawatts?,0,0.00
387,How much power generation gross capacity from renewables in construction is there for the Asia-Pacific region in gigawatts?,0.4,0.40
388,How much power generation gross capacity from storage and hydroelectricity is there for the Asia-Pacific region in gigawatts?,0,0.00
389,What is the total power generation gross capacity from renewables in construction globally in gigawatts?,4.1,4.10
390,What is the total power generation gross capacity from solar energy globally in gigawatts?,2.8,2.80
391,What was the lifecycle carbon intensity of energy products sold in 2023 in g CO2e/MJ?,87,87.00
392,What was the lifecycle carbon intensity of energy products sold in 2022 in g CO2e/MJ?,88,88.00
393,What was the lifecycle carbon intensity of energy products sold in 2021 in g CO2e/MJ?,90,90.00
394,What was the lifecycle carbon intensity of energy products sold in 2015 in g CO2e/MJ?,100,100.00
395,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2023 in kg CO2e/boe?,17,17.00
396,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2022 in kg CO2e/boe?,17,17.00
397,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2021 in kg CO2e/boe?,17,17.00
398,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2015 in kg CO2e/boe?,21,21.00
399,What is the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2023 in kg CO2e/boe?,18,18.00
400,What is the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2022 in kg CO2e/boe?,19,19.00
401,What is the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2021 in kg CO2e/boe?,19,19.00
402,What is the intensity of methane emissions from operated oil & gas facilities in 2023 in %?,0.11,0.11
403,What is the intensity of methane emissions from operated oil & gas facilities in 2022 in %?,0.11,0.11
404,What is the intensity of methane emissions from operated oil & gas facilities in 2021 in %?,0.13,0.13
405,What is the intensity of methane emissions from operated oil & gas facilities in 2015 in %?,0.23,0.23
406,What is the intensity of methane emissions from operated gas facilities in 2023 in %?,<0.1,<0.1
407,What is the intensity of methane emissions from operated gas facilities in 2022 in %?,<0.1,<0.1
408,What is the intensity of methane emissions from operated gas facilities in 2021 in %?,<0.1,0.10
409,What is the intensity of methane emissions from operated gas facilities in 2015 in %?,<0.1,0.10
410,What was the net primary energy consumption in TWh for the year 2022?,166,166.00
411,How much renewable energy was consumed in TWh in 2023?,2,2.00
412,What was the net primary energy consumption in TWh for the year 2021?,148,148.00
413,What was the net primary energy consumption in TWh for the year 2019?,160,160.00
414,What was the net primary energy consumption in TWh for the year 2020?,147,147.00
415,What was the net primary energy consumption in TWh for the year 2023?,157,157.00
416,How many operated sites with an auditable energy management system were there in 2023?,34,34.00
417,How many operated sites with annual consumption greater than 50 ktoe were there in 2021?,46,46
418,How many operated sites with annual consumption greater than 50 ktoe were there in 2022?,46,46
419,How many operated sites with annual consumption greater than 50 ktoe were there in 2020?,42,42
420,What was the Global Energy Efficiency Indicator (GEEI) for the year 2022?,85.1,85.10
421,What was the Global Energy Efficiency Indicator (GEEI) for the year 2021?,87,87.00
422,What was the Global Energy Efficiency Indicator (GEEI) for the year 2020?,90.2,90.20
423,What was the Global Energy Efficiency Indicator (GEEI) for the year 2019?,88,88.00
424,What was the Global Energy Efficiency Indicator (GEEI) for the year 2015?,90.8,90.80
425,What was the production of biogas in TWh for the year 2022?,1,1.00
426,What was the production of biogas in TWh for the year 2021?,<1,<1
427,What was the net primary energy consumption (operated scope) in TWh for the year 2023?,157,157.00
428,What was the net primary energy consumption (operated scope) in TWh for the year 2022?,166,166.00
429,What was the renewable energy consumption (operated scope) in TWh for the year 2023?,2,2.00
430,What was the renewable energy consumption (operated scope) in TWh for the year 2022?,1,1.00
431,What was the global energy efficiency indicator (GEEI) for the year 2023?,86.4,86.40
432,What was the global energy efficiency indicator (GEEI) for the year 2022?,85.1,85.10
433,What was the flared gas (Upstream oil & gas activities operated scope) in Mm3/d for the year 2023?,2.5,2.50
434,What was the flared gas (Upstream oil & gas activities operated scope) in Mm3/d for the year 2022?,3.3,3.30
435,What was the routine flaring in Mm3/d for the year 2023?,0.3,0.30
436,What was the routine flaring in Mm3/d for the year 2022?,0.5,0.50
437,What was the amount of fresh water withdrawals excluding open loop cooling water in 2023 in Mcm?,102,102.00
