index,question,value,response
401,"How much energy was consumed per 1 million sales in 2022, in MWh?",149,No answer in the response
402,"What is the energy consumption per 1 million sales for the year 2021, in MWh?",163,No answer in the response
403,"What was the energy consumption per FTE in 2023, measured in MWh?",19.6,19.6
404,"How much energy was consumed per FTE in 2022, in MWh?",20.7,149#20.7
405,"What is the energy consumption per FTE for the year 2021, in MWh?",21.7,163#21.7
406,What was the total amount of water withdrawal in millions m3 for the year 2023?,15.1,15.1
407,How much did the healthcare products market segment withdraw water in millions m3 in 2022?,10.4,10.4
408,How much water did the healthcare services market segment withdraw for the year 2021 in millions of m3?,4.9,4.9
409,What was the amount of water withdrawal for the healthcare products market segment in millions m3 for the year 2023?,9.9,9.9
410,What was the total amount of water withdrawal in millions m3 for the year 2022?,15.6,15.6
411,What was the healthcare services market segment water withdrawal in millions m3 for the year 2022?,5.2,15.6
412,What was the total amount of water withdrawal in millions m3 for the year 2021?,15,15
413,What is the amount of water the healthcare services market segment withdrew in millions m3 for the year 2023?,5.2,5.2
414,What was the healthcare products market segment water withdrawal in millions m3 for the year 2021?,10.1,10.1
415,What is the water withdrawal per 1 million sales in 2023 in m3?,671,671
416,How much was the water withdrawal per 1 million sales in 2022 in m3?,718,718
417,What was the water withdrawal per 1 million sales in 2021 in m3?,797,No answer in the response
418,What is the water withdrawal per FTE in 2023?,92,92
419,How much was the water withdrawal per FTE in 2022?,98.1,98.1
420,What was the water withdrawal per FTE in 2021?,97,97
421,What was the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2023 in tCO2 equivalents?,168,"168 | step | 445 |

#### and its corresponding scale is: none"
422,How much were the gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Kabi in 2022 in tCO2 equivalents?,272,169
423,What were the total gross direct GHG emissions (Scope 1) for Fresenius Helios in 2021 in tCO2 equivalents?,132,No answer in the response
424,What is the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Helios in 2020 in tCO2 equivalents?,176,302#176
425,What were the total gross direct GHG emissions (Scope 1) for Fresenius Vamed in 2023 in tCO2 equivalents?,19,36#19
426,How much were the gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Vamed in 2022 in tCO2 equivalents?,16,427
427,What was the total gross direct GHG emissions (Scope 1) for the organization in 2023 in tCO2 equivalents?,308,740#308
428,What were the gross indirect GHG emissions from energy consumption (Scope 2) for the organization in 2022 in tCO2 equivalents?,427,169
429,What was the total GHG emissions for the organization in 2021 in tCO2 equivalents?,771,No answer in the response
430,What was the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2022 in tonnes of CO2 equivalent?,169,No answer in the response
431,How many tonnes of gross indirect GHG emissions from energy consumption (Scope 2) did Fresenius Helios produce in 2021?,173,305
432,What was the gross direct GHG emissions (Scope 1) for Fresenius Vamed in 2023 in tonnes of CO2 equivalent?,19,27
433,What was the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Kabi in 2020 in tonnes of CO2 equivalent?,237,396
434,What was the total gross direct GHG emissions (Scope 1) for Fresenius Helios in 2023 in tonnes of CO2 equivalent?,120,181#120
435,How many tonnes of gross indirect GHG emissions from energy consumption (Scope 2) did Fresenius Vamed produce in 2022?,7,63
436,What were the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2021 in tonnes of CO2 equivalent?,172,326#396
437,What was the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Helios in 2020 in tonnes of CO2 equivalent?,128,237
439,How many t CO2 equivalents were emitted per 1 million sales in 2022?,30,30
440,What is the t CO2 equivalents per FTE for the year 2021?,5.2,39
441,What was the t CO2 equivalents per FTE in 2020?,4.7,4.7
442,What is the t CO2 equivalents per 1 million sales for the year 2023?,24,24
443,What was the t CO2 equivalents per 1 million sales in 2021?,39,No answer in the response
444,How many t CO2 equivalents were emitted per FTE in 2022?,4.2,30#4.2
445,What was the t CO2 equivalents per 1 million sales in 2020?,37,No answer in the response
446,What is the total power generation gross capacity from renewables in construction for France in gigawatts?,0.2,4.1
447,What is the total power generation gross capacity from solar energy for France in gigawatts?,0.2,0.2
448,How much power generation gross capacity from renewables in construction is there for the Rest of Europe in gigawatts?,0.5,0.5
449,How much power generation gross capacity from onshore wind is there for the Rest of Europe in gigawatts?,0,0.6
450,What is the total power generation gross capacity from renewables in construction for Africa in gigawatts?,0,0
451,What is the total power generation gross capacity from offshore wind for Africa in gigawatts?,0,"|

"
452,What is the power generation gross capacity from renewables in construction for the Middle East in gigawatts?,0.1,0.1
453,What is the power generation gross capacity from storage and hydroelectricity for the Middle East in gigawatts?,0,0.1
454,How much power generation gross capacity from renewables in construction is there for North America in gigawatts?,1.7,1.7
455,How much power generation gross capacity from solar energy is there for North America in gigawatts?,1.4,1.7
456,What is the power generation gross capacity from renewables in construction for South America in gigawatts?,0.4,0.4
457,What is the power generation gross capacity from onshore wind for South America in gigawatts?,0.4,0.4
458,What is the total power generation gross capacity from renewables in construction for India in gigawatts?,0.6,0.6
459,What is the total power generation gross capacity offshore wind for India in gigawatts?,0,0.6
460,How much power generation gross capacity from renewables in construction is there for the Asia-Pacific region in gigawatts?,0.4,4.1
461,How much power generation gross capacity from storage and hydroelectricity is there for the Asia-Pacific region in gigawatts?,0,0.4
462,What is the total power generation gross capacity from renewables in construction globally in gigawatts?,4.1,4.1
463,What is the total power generation gross capacity from solar energy globally in gigawatts?,2.8,4.1
464,What was the lifecycle carbon intensity of energy products sold in 2023 in g CO2e/MJ?,87,87
465,What was the lifecycle carbon intensity of energy products sold in 2022 in g CO2e/MJ?,88,88
466,What was the lifecycle carbon intensity of energy products sold in 2021 in g CO2e/MJ?,90,No answer in the response
467,What was the lifecycle carbon intensity of energy products sold in 2015 in g CO2e/MJ?,100,100
468,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2023 in kg CO2e/boe?,17,17
469,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2022 in kg CO2e/boe?,17,No answer in the response
470,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2021 in kg CO2e/boe?,17,No answer in the response
471,What is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2015 in kg CO2e/boe?,21,No answer in the response
472,What is the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2023 in kg CO2e/boe?,18,18
473,What is the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2022 in kg CO2e/boe?,19,19
474,What is the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities on equity basis in 2021 in kg CO2e/boe?,19,19
475,What is the intensity of methane emissions from operated oil & gas facilities in 2023 in %?,0.11,0.11
476,What is the intensity of methane emissions from operated oil & gas facilities in 2022 in %?,0.11,0.11
477,What is the intensity of methane emissions from operated oil & gas facilities in 2021 in %?,0.13,No answer in the response
478,What is the intensity of methane emissions from operated oil & gas facilities in 2015 in %?,0.23,No answer in the response
479,What is the intensity of methane emissions from operated gas facilities in 2023 in %?,<0.1,0.11
480,What is the intensity of methane emissions from operated gas facilities in 2022 in %?,<0.1,0.11
481,What is the intensity of methane emissions from operated gas facilities in 2021 in %?,<0.1,0.13
482,What is the intensity of methane emissions from operated gas facilities in 2015 in %?,<0.1,"| 2015 |

| 2021 |

| 2022 |

| 2023 |

"
483,What was the net primary energy consumption in TWh for the year 2022?,166,166
484,How much renewable energy was consumed in TWh in 2023?,2,2
485,What was the net primary energy consumption in TWh for the year 2021?,148,166
486,What was the net primary energy consumption in TWh for the year 2019?,160,160
487,What was the net primary energy consumption in TWh for the year 2020?,147,147
488,What was the net primary energy consumption in TWh for the year 2023?,157,157
489,How many operated sites with an auditable energy management system were there in 2023?,34,34
490,How many operated sites with annual consumption greater than 50 ktoe were there in 2021?,46,46
491,How many operated sites with annual consumption greater than 50 ktoe were there in 2022?,46,46
492,How many operated sites with annual consumption greater than 50 ktoe were there in 2020?,42,42
493,What was the Global Energy Efficiency Indicator (GEEI) for the year 2022?,85.1,85.1
